log_marginal,κ,λ,estimate
195.48925536450488,0.2,0.01,AIS
195.53491673659408,0.2,0.01,AIS
195.5985152213213,0.2,0.01,AIS
195.53155892939037,0.2,0.01,AIS
195.54415996185983,0.2,0.01,AIS
195.5949331605147,0.2,0.01,AIS
195.47976519199736,0.2,0.01,AIS
195.5631745338884,0.2,0.01,AIS
195.5468948122403,0.2,0.01,AIS
195.56651894738678,0.2,0.01,AIS
195.58384762595924,0.2,0.01,AIS
195.50279320242169,0.2,0.01,AIS
195.46822014245464,0.2,0.01,AIS
195.64470437820688,0.2,0.01,AIS
195.5611057060599,0.2,0.01,AIS
195.56576853684703,0.2,0.01,AIS
195.57231533600685,0.2,0.01,AIS
195.6251325084983,0.2,0.01,AIS
195.65175440535447,0.2,0.01,AIS
195.54101388832908,0.2,0.01,AIS
195.5778417452372,0.2,0.01,AIS
195.65782412914686,0.2,0.01,AIS
195.5560807855742,0.2,0.01,AIS
195.5767834171417,0.2,0.01,AIS
195.61648704370884,0.2,0.01,AIS
195.56098325377175,0.2,0.01,AIS
195.57695215419508,0.2,0.01,AIS
195.5232057412164,0.2,0.01,AIS
195.62966414457617,0.2,0.01,AIS
195.49405334699568,0.2,0.01,AIS
195.62222021382343,0.2,0.01,AIS
195.5955292084533,0.2,0.01,AIS
195.5458488696279,0.2,0.01,AIS
195.6198440786325,0.2,0.01,AIS
195.5473508462848,0.2,0.01,AIS
195.51842739705128,0.2,0.01,AIS
195.5100275606477,0.2,0.01,AIS
195.43309726443908,0.2,0.01,AIS
195.53359729351976,0.2,0.01,AIS
195.5454208308742,0.2,0.01,AIS
195.49477523842447,0.2,0.01,AIS
195.57477772938188,0.2,0.01,AIS
195.55579153854015,0.2,0.01,AIS
195.553166195052,0.2,0.01,AIS
195.56745212571468,0.2,0.01,AIS
195.54257740134344,0.2,0.01,AIS
195.5530919565323,0.2,0.01,AIS
195.5483543260655,0.2,0.01,AIS
195.61030340195558,0.2,0.01,AIS
195.58918674701735,0.2,0.01,AIS
195.58887144001878,0.2,0.01,AIS
195.5570934612349,0.2,0.01,AIS
195.5753635062566,0.2,0.01,AIS
195.55876961086253,0.2,0.01,AIS
195.5914717797344,0.2,0.01,AIS
195.68302408324777,0.2,0.01,AIS
195.51080712635718,0.2,0.01,AIS
195.6013562703965,0.2,0.01,AIS
195.5863840088106,0.2,0.01,AIS
195.52257251820035,0.2,0.01,AIS
195.54288077409836,0.2,0.01,AIS
195.54130725693906,0.2,0.01,AIS
195.69259021873899,0.2,0.01,AIS
195.5969425783191,0.2,0.01,AIS
195.56709719863775,0.2,0.01,AIS
195.57163390296313,0.2,0.01,AIS
195.5645419694562,0.2,0.01,AIS
195.59762933012806,0.2,0.01,AIS
195.54711269554036,0.2,0.01,AIS
195.61280823191802,0.2,0.01,AIS
195.5898964032517,0.2,0.01,AIS
195.54327736241584,0.2,0.01,AIS
195.58166995150586,0.2,0.01,AIS
195.6360045137896,0.2,0.01,AIS
195.480717417716,0.2,0.01,AIS
195.54708661109098,0.2,0.01,AIS
195.55952624060166,0.2,0.01,AIS
195.53478661306823,0.2,0.01,AIS
195.4896072736325,0.2,0.01,AIS
195.57962540692245,0.2,0.01,AIS
195.59760267790298,0.2,0.01,AIS
195.62275850650371,0.2,0.01,AIS
195.5757062280121,0.2,0.01,AIS
195.56142707650017,0.2,0.01,AIS
195.54003550666903,0.2,0.01,AIS
195.55031659147593,0.2,0.01,AIS
195.58207339390842,0.2,0.01,AIS
195.57096050906563,0.2,0.01,AIS
195.52986720730533,0.2,0.01,AIS
195.68160340613215,0.2,0.01,AIS
195.58741245396425,0.2,0.01,AIS
195.46643376838597,0.2,0.01,AIS
195.55864416779963,0.2,0.01,AIS
195.6243603139643,0.2,0.01,AIS
195.501647284246,0.2,0.01,AIS
195.57561105090807,0.2,0.01,AIS
195.6014011242115,0.2,0.01,AIS
195.56569261176236,0.2,0.01,AIS
195.60320747179318,0.2,0.01,AIS
195.666316114552,0.2,0.01,AIS
195.5633790699168,0.2,0.01,AIS
195.52605642964383,0.2,0.01,AIS
195.5506750494151,0.2,0.01,AIS
195.5877533675065,0.2,0.01,AIS
195.53311309999006,0.2,0.01,AIS
195.52348084075598,0.2,0.01,AIS
195.49674371357617,0.2,0.01,AIS
195.5527488447588,0.2,0.01,AIS
195.56255283694944,0.2,0.01,AIS
195.56026798925916,0.2,0.01,AIS
195.53933633238137,0.2,0.01,AIS
195.49274123253295,0.2,0.01,AIS
195.63332921017047,0.2,0.01,AIS
195.55054336820112,0.2,0.01,AIS
195.58858801987017,0.2,0.01,AIS
195.64966448609394,0.2,0.01,AIS
195.540692484422,0.2,0.01,AIS
195.60591099308877,0.2,0.01,AIS
195.56599959089445,0.2,0.01,AIS
195.55717944265035,0.2,0.01,AIS
195.57749388365752,0.2,0.01,AIS
195.61374568321565,0.2,0.01,AIS
195.59662675189793,0.2,0.01,AIS
195.56578715619216,0.2,0.01,AIS
195.58350756042304,0.2,0.01,AIS
195.597709707482,0.2,0.01,AIS
195.50323285002963,0.2,0.01,AIS
195.5481303902085,0.2,0.01,AIS
195.57522064595653,0.2,0.01,TI
195.5866489097932,0.2,0.01,TI
195.5772622952379,0.2,0.01,TI
195.59629287025405,0.2,0.01,TI
195.59002918329384,0.2,0.01,TI
195.55789877366226,0.2,0.01,TI
195.4582766045526,0.2,0.01,TI
195.5139618547554,0.2,0.01,TI
195.53965008539456,0.2,0.01,TI
195.55765119623769,0.2,0.01,TI
195.6017711040916,0.2,0.01,TI
195.56092690511827,0.2,0.01,TI
195.59817924843028,0.2,0.01,TI
195.56539978306006,0.2,0.01,TI
195.55255286766467,0.2,0.01,TI
195.53554789572757,0.2,0.01,TI
195.55676879070873,0.2,0.01,TI
195.55771999091007,0.2,0.01,TI
195.6320526306452,0.2,0.01,TI
195.54563706953283,0.2,0.01,TI
195.5692527344591,0.2,0.01,TI
195.58628742971402,0.2,0.01,TI
195.58219137007688,0.2,0.01,TI
195.5650218547596,0.2,0.01,TI
195.5824899438863,0.2,0.01,TI
195.52144749946726,0.2,0.01,TI
195.56740978227214,0.2,0.01,TI
195.54909600041404,0.2,0.01,TI
195.51335622554754,0.2,0.01,TI
195.55320555133247,0.2,0.01,TI
195.60632043746938,0.2,0.01,TI
195.6083889068701,0.2,0.01,TI
195.58124161004469,0.2,0.01,TI
195.5792044876357,0.2,0.01,TI
195.57049196774645,0.2,0.01,TI
195.52132090908472,0.2,0.01,TI
195.58695748227296,0.2,0.01,TI
195.57708799675115,0.2,0.01,TI
195.52016521936378,0.2,0.01,TI
195.59664902347743,0.2,0.01,TI
195.5792447788201,0.2,0.01,TI
195.50486159169904,0.2,0.01,TI
195.55061550076283,0.2,0.01,TI
195.53551684779967,0.2,0.01,TI
195.5402530807238,0.2,0.01,TI
195.55732562893593,0.2,0.01,TI
195.5773714287395,0.2,0.01,TI
195.54118914037517,0.2,0.01,TI
195.51846795894633,0.2,0.01,TI
195.5725511870862,0.2,0.01,TI
195.56514110629314,0.2,0.01,TI
195.5914138538279,0.2,0.01,TI
195.61389074132236,0.2,0.01,TI
195.56843837316336,0.2,0.01,TI
195.57350707157116,0.2,0.01,TI
195.52729876045862,0.2,0.01,TI
195.5583803977852,0.2,0.01,TI
195.5667233002636,0.2,0.01,TI
195.56823763207868,0.2,0.01,TI
195.5808942773132,0.2,0.01,TI
195.560351539413,0.2,0.01,TI
195.5869480659403,0.2,0.01,TI
195.57793523833598,0.2,0.01,TI
195.59947259783294,0.2,0.01,TI
195.54784437284937,0.2,0.01,TI
195.57805919852782,0.2,0.01,TI
195.60998109712682,0.2,0.01,TI
195.52854613629725,0.2,0.01,TI
195.56005681883542,0.2,0.01,TI
195.52717714534478,0.2,0.01,TI
195.58573263563346,0.2,0.01,TI
195.5635725588595,0.2,0.01,TI
195.57762102816378,0.2,0.01,TI
195.58930843708865,0.2,0.01,TI
195.56802322580396,0.2,0.01,TI
195.5689488737919,0.2,0.01,TI
195.52665353594705,0.2,0.01,TI
195.5940580090645,0.2,0.01,TI
195.58609108242163,0.2,0.01,TI
195.54682249067355,0.2,0.01,TI
195.590629009777,0.2,0.01,TI
195.53502786279324,0.2,0.01,TI
195.56781898816558,0.2,0.01,TI
195.5980848675436,0.2,0.01,TI
195.563632815709,0.2,0.01,TI
195.55210510304866,0.2,0.01,TI
195.5747480704127,0.2,0.01,TI
195.59906998246026,0.2,0.01,TI
195.5831840578667,0.2,0.01,TI
195.56012598771616,0.2,0.01,TI
195.6195527414865,0.2,0.01,TI
195.6504816582691,0.2,0.01,TI
195.5625055745436,0.2,0.01,TI
195.55043036546454,0.2,0.01,TI
195.53161246748735,0.2,0.01,TI
195.5888898633319,0.2,0.01,TI
195.52983510433583,0.2,0.01,TI
195.54431635621066,0.2,0.01,TI
195.53486604453107,0.2,0.01,TI
195.57586220372818,0.2,0.01,TI
195.56938889058364,0.2,0.01,TI
195.5710050251826,0.2,0.01,TI
195.5956211089644,0.2,0.01,TI
195.56133996649137,0.2,0.01,TI
195.59793975345136,0.2,0.01,TI
